title,company,location,salary,summary,posted,url,source,search_term,scraped_at,job_type,seniority,skills_mentioned,salary_clean
Data Scientist,F5,"Dublin, County Dublin, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/data-scientist-at-f5-4366348701?position=46&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=3AJqU4Ujy0eVkMtN59UVVA%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
Machine Learning Engineer,Alignerr,"Dublin, County Dublin, Ireland",Not specified,,2026-03-11,https://ie.linkedin.com/jobs/view/machine-learning-engineer-at-alignerr-4384123243?position=47&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=GTLHZgL2VbDDz3sQ1y9nfQ%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Engineer,Mid-Level,,Not specified
Senior Data Scientist - Applied Machine Learning,Nory,"Dublin, County Dublin, Ireland",Not specified,,2026-02-25,https://ie.linkedin.com/jobs/view/senior-data-scientist-applied-machine-learning-at-nory-4378025071?position=50&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=t0eNVqbuvgRzN6MkF90XjA%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Senior,,Not specified
Principal Data Scientist,Ninedots.Io,"Dublin, County Dublin, Ireland",Not specified,,2026-02-25,https://ie.linkedin.com/jobs/view/principal-data-scientist-at-ninedots-io-4375218381?position=51&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=C1CWd%2Fjg%2BLnAjfmdUS2cOg%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Senior,,Not specified
Data Scientist (Masters),Alignerr,Ireland,Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/data-scientist-masters-at-alignerr-4383469497?position=52&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=%2Bz9vDnzimTIHgERrCILpJQ%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
Applied Ai Lead,Revolut,Greater Dublin,Not specified,,2026-02-20,https://ie.linkedin.com/jobs/view/applied-ai-lead-at-revolut-4331082688?position=53&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=Zrh2lltWD0hUbZKmAhXhfQ%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Other,Senior,,Not specified
"Research Scientist, Ucd School Of Computer Science",Ucd School Of Computer Science,"Dublin 4, County Dublin, Ireland",Not specified,,2025-12-12,https://ie.linkedin.com/jobs/view/research-scientist-ucd-school-of-computer-science-at-ucd-school-of-computer-science-4343354653?position=54&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=xwE6LWWuhCt95et0W%2BBJig%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
Software Engineer,Fanatics,Ireland,Not specified,,2026-02-20,https://ie.linkedin.com/jobs/view/software-engineer-at-fanatics-4375682638?position=55&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=wFQSh0vxraPnjUU6u7Suwg%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Engineer,Mid-Level,,Not specified
Data Scientist – Commercial,Musgrave,"Cork, County Cork, Ireland",Not specified,,2026-03-05,https://ie.linkedin.com/jobs/view/data-scientist-%E2%80%93-commercial-at-musgrave-4380490537?position=56&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=74HYL9%2BynIkTJ5nwva7%2FEw%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
"Data Scientist, Genai",Aig,"Dublin, County Dublin, Ireland",Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/data-scientist-genai-at-aig-4368249823?position=57&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=BYf9uGITjGohdqMu89EIbA%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
Ceadarconnect Data Scientist Ii # 015466,Ucd School Of Computer Science,"Dublin 4, County Dublin, Ireland",Not specified,,2025-12-12,https://ie.linkedin.com/jobs/view/ceadarconnect-data-scientist-ii-%23-015466-at-ucd-school-of-computer-science-4343424409?position=58&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=oe3Vv%2BlIFoDMrdyBPBJ44A%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Mid-Level,,Not specified
Software Engineer,Lexisnexis Risk Solutions,"Dublin, County Dublin, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/software-engineer-at-lexisnexis-risk-solutions-4382071270?position=59&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=zqy9NhqXrvF3zB%2B8XNPrsg%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Engineer,Mid-Level,,Not specified
Senior Research Data Scientist,Ucd School Of Computer Science,"Dublin 4, County Dublin, Ireland",Not specified,,2025-12-12,https://ie.linkedin.com/jobs/view/senior-research-data-scientist-at-ucd-school-of-computer-science-4343414572?position=60&pageNum=0&refId=j55vrSCwoNZsp4Dg9jYBZA%3D%3D&trackingId=eHAwAP2kszWPbHST7Gw3Dw%3D%3D,LinkedIn,data scientist,2026-03-12 00:00:07,Data Scientist,Senior,,Not specified
Senior Data Engineer,Barden,"Cork, County Cork, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-barden-4383795569?position=1&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=RrNXnc3dqkzvVWz1bK%2BduQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data Engineer,Temu,Ireland,Not specified,,2026-03-04,https://ie.linkedin.com/jobs/view/data-engineer-at-temu-4379641729?position=2&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=UYb56i861MKJ1tAw58rQQQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
"Software Engineer, New Grad",Stripe,"Dublin, County Dublin, Ireland",Not specified,,2026-02-18,https://ie.linkedin.com/jobs/view/software-engineer-new-grad-at-stripe-4294949931?position=3&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=FxVPv%2FkqG84ixd7uZG393A%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Internship / Graduate,Mid-Level,,Not specified
Data & Bi Engineer,Fruition Group Ireland,"Dublin, County Dublin, Ireland",Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/data-bi-engineer-at-fruition-group-ireland-4381843965?position=4&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=UQtmUpfddvi7%2BRqsDTjFJA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Korn Ferry,"Waterford, County Waterford, Ireland",Not specified,,2026-03-03,https://ie.linkedin.com/jobs/view/data-engineer-at-korn-ferry-4380360607?position=5&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=g0%2BloEX3OMglixhzKvKV2A%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer,Vertex Agility,"Limerick, County Limerick, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-vertex-agility-4382064987?position=6&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=8hffOvTfAIxen8E9DZ3qCQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Freelance Data Science Engineer (Python & Sql),Mindrift,Ireland,Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4382957468?position=9&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=bsNteZRqRKwC%2BMxRDAnjiw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Scientist,Mid-Level,,Not specified
Junior Data Engineer - Databricks,The Citco Group Limited,"Dublin, County Dublin, Ireland",Not specified,,2026-01-20,https://ie.linkedin.com/jobs/view/junior-data-engineer-databricks-at-the-citco-group-limited-4354094146?position=12&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=53e2ijLC9aasS6StInJ79g%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Junior / Entry,,Not specified
Data Engineer With Python & Sql,Methodius It Recruitment,"Letterkenny, County Donegal, Ireland",Not specified,,2026-03-11,https://ie.linkedin.com/jobs/view/data-engineer-with-python-sql-at-methodius-it-recruitment-4380548099?position=13&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=%2ByixYDPk6HGINzNHpgT38Q%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer,Manna Air Delivery,"Dublin, County Dublin, Ireland",Not specified,,2026-02-06,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-manna-air-delivery-4369901696?position=14&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=4WNXhpeVxRiLHcB2NbjqfQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Senior Data Engineer,Srg,"Wexford, County Wexford, Ireland",Not specified,,2026-03-07,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-srg-4382371727?position=15&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=mzn7LzYaCoQX1dl4%2FNHnBg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Senior Data Engineer,Stelfox Tech Recruitment,"Dublin, County Dublin, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-stelfox-tech-recruitment-4383755381?position=16&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Lm%2BpyzlbjNRWu1v1e%2F1N6Q%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Senior Data Engineer,Rithum,Ireland,Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-rithum-4302041750?position=17&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=QQ35i%2BZjO9d0TY7JFUDPvg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data Engineer,Flywheel,"Dublin, County Dublin, Ireland",Not specified,,2026-02-20,https://ie.linkedin.com/jobs/view/data-engineer-at-flywheel-4338953796?position=18&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=HcANZ0YsAdJ%2FSaDO8ZGfVQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Deel,Ireland,Not specified,,2026-03-05,https://ie.linkedin.com/jobs/view/data-engineer-at-deel-4362077138?position=19&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=HCDdzoGud2wL81XU%2FcqkfA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Analytics Engineer,Oraion,Ireland,Not specified,,2026-01-29,https://ie.linkedin.com/jobs/view/analytics-engineer-at-oraion-4356447204?position=20&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=kRFwYHDLGnlhpj0IzzS52w%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Jpmorganchase,"Dublin, County Dublin, Ireland",Not specified,,2026-03-04,https://ie.linkedin.com/jobs/view/data-engineer-at-jpmorganchase-4371005209?position=22&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=VlNk69N2verM3HOT1PDjMA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Bi Data Engineer,Ryanair - Europe'S Favourite Airline,"Dublin, County Dublin, Ireland",Not specified,,2026-02-25,https://ie.linkedin.com/jobs/view/bi-data-engineer-at-ryanair-europe-s-favourite-airline-4316968025?position=24&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=AfsVhY49Ga0Q0aob2ihlIQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Photon,"Dublin, County Dublin, Ireland",Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/data-engineer-at-photon-4381858331?position=25&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Q85fl3xhd86qRrujpeoN3g%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer,Brightwater Recruitment,"Dublin, County Dublin, Ireland",Not specified,,2026-02-24,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-brightwater-recruitment-4377196029?position=27&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Mi%2FHVF0%2BDv%2Bg143kY%2Fzxlg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Senior Software Engineer,Ninedots.Io,Ireland,Not specified,,2026-02-19,https://ie.linkedin.com/jobs/view/senior-software-engineer-at-ninedots-io-4373137074?position=28&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=RVE7tz7%2FASMWL%2BaeT00weg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Graduate Software & Optimisation Engineer,Medmodus,"Dublin, County Dublin, Ireland",Not specified,,2026-03-06,https://ie.linkedin.com/jobs/view/graduate-software-optimisation-engineer-at-medmodus-4380298534?position=29&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=V81xSR3T4Y7BxdlzrQL6hw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Internship / Graduate,Junior / Entry,,Not specified
Python Data Engineer,Stelfox Tech Recruitment,"Dublin, County Dublin, Ireland",Not specified,,2026-02-25,https://ie.linkedin.com/jobs/view/python-data-engineer-at-stelfox-tech-recruitment-4377854394?position=30&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=UdORH1Fx2sR5e%2BjjqGWfyA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Software Development Engineer,Vitalograph,"Ennis, County Clare, Ireland",Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/senior-software-development-engineer-at-vitalograph-4383737823?position=31&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Gozf3SwuUkEUQgrD3ZJ%2BZQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data Engineer,Grid Dynamics,"Dublin, County Dublin, Ireland",Not specified,,2026-03-02,https://ie.linkedin.com/jobs/view/data-engineer-at-grid-dynamics-4378844106?position=32&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=D%2FH9fd%2FKofpQLxXf9aEYCw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Ørsted,"Cork, County Cork, Ireland",Not specified,,2026-03-06,https://ie.linkedin.com/jobs/view/data-engineer-at-%C3%B8rsted-4362041367?position=33&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Z2oAZ1cI0tr9BR2lnR6UXQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer,Staycity Group,Ireland,Not specified,,2026-02-27,https://ie.linkedin.com/jobs/view/data-engineer-at-staycity-group-4377941452?position=34&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=4D%2F79ulZSnHHSjbaOeXZwQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Data Engineer (Data & Ai),Nucleo,Greater Dublin,Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/data-engineer-data-ai-at-nucleo-4383401565?position=35&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=u3SGisD7%2BUmyQeWSgB%2Fyjg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer,Photon,"Dublin, County Dublin, Ireland",Not specified,,2026-03-09,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-photon-4381860398?position=36&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=RimTAz4CvObHZH2JWxh3kA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data Platform Engineer,Oraion,Ireland,Not specified,,2025-12-19,https://ie.linkedin.com/jobs/view/data-platform-engineer-at-oraion-4350076694?position=37&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=OFABOd83B%2FdyLB9ntDem6A%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
"Senior Software Engineer - New Feature Development, Bonus, Equity And More",Techheads,Ireland,Not specified,,2026-03-10,https://ie.linkedin.com/jobs/view/senior-software-engineer-new-feature-development-bonus-equity-and-more-at-techheads-4383496665?position=38&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=98PshXlz20iXhQ9lfBJDPw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data & Ai Security Engineer 12Month Contract,Vantage,"Dublin, County Dublin, Ireland",Not specified,,2026-03-05,https://ie.linkedin.com/jobs/view/data-ai-security-engineer-12month-contract-at-vantage-4381486198?position=39&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=jcK%2Bws5Qk1TVu3%2Fu7Q3F8g%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer (Ai),It Search,"Galway, County Galway, Ireland",Not specified,,2026-02-18,https://ie.linkedin.com/jobs/view/senior-data-engineer-ai-at-it-search-4343165701?position=40&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=yrIYFEv7Ki0xvKW62tJxwQ%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Database Engineer,Hero Recruitment,"County Mayo, Ireland",Not specified,,2026-03-03,https://ie.linkedin.com/jobs/view/database-engineer-at-hero-recruitment-4380354636?position=41&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=LXuc8kXp4%2FAELASKXEP4zw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
Senior Data Engineer,Kargo,"Dublin, County Dublin, Ireland",Not specified,,2026-02-21,https://ie.linkedin.com/jobs/view/senior-data-engineer-at-kargo-4376319737?position=43&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=2lQe%2BXbEDGOs5pRnswDsxg%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Remote Senior Data Engineer (M/F/D),Roompricegenie,Ireland,Not specified,,2026-01-15,https://ie.linkedin.com/jobs/view/remote-senior-data-engineer-m-f-d-at-roompricegenie-4362912140?position=44&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=le8i4wcnZxCwnkFBvwF3rw%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Senior,,Not specified
Data Security Engineer (Dlp/Governance) | Dublin (1 Day Per Week),Edison Smart®,"Dublin, County Dublin, Ireland",Not specified,,2026-02-27,https://ie.linkedin.com/jobs/view/data-security-engineer-dlp-governance-dublin-1-day-per-week-at-edison-smart%C2%AE-4378759747?position=45&pageNum=0&refId=%2BhoaF1gB4Tt1Qs9mCxv%2FKA%3D%3D&trackingId=Pv1YRVVPwcqVEYZxHpViDA%3D%3D,LinkedIn,data engineer,2026-03-12 00:01:20,Data Engineer,Mid-Level,,Not specified
